municipio_distrito;latitude;longitude;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;poblacion_distrito;tasa_incidencia_acumulada_total;codigo_geometria
Titulcia;;;30/06/2020 7:00;;0;;76,16;10;;761,61;1473
Villa del Prado;;;30/06/2020 7:00;;0;;15,34;136;;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;;;30/06/2020 7:00;;0;;76,98;;;307,93;9015
Quijorna;;;30/06/2020 7:00;;0;;29,08;35;;1017,74;1198
Valdemoro;;;30/06/2020 7:00;;0;13;17,11;894;;1176,58;1610
Tres Cantos;;;30/06/2020 7:00;;0;;6,29;458;;959,73;9036
Torrelaguna;;;30/06/2020 7:00;;0;;0;27;;567,23;1512
Rivas-Vaciamadrid;;;30/06/2020 7:00;;0;15;17,02;629;;713,56;1230
El Atazar;;;30/06/2020 7:00;;0;;0;;;0;164
Pedrezuela;;;30/06/2020 7:00;;0;;0;36;;611;1087
Santa María de la Alameda;;;30/06/2020 7:00;;0;;0;7;;558,21;1356
Horcajuelo de la Sierra;;;30/06/2020 7:00;;0;;0;;;0;719
Arroyomolinos;;;30/06/2020 7:00;;0;;9,56;200;;637,02;151
Moralzarzal;;;30/06/2020 7:00;;0;;15,35;82;;629,51;908
Canencia;;;30/06/2020 7:00;;0;;0;;;671,14;344
Villarejo de Salvanés;;;30/06/2020 7:00;;0;;27,27;44;;599,86;1809
Serranillos del Valle;;;30/06/2020 7:00;;0;;0;39;;936,37;1408
Villaviciosa de Odón;;;30/06/2020 7:00;;0;;17,96;237;;851,45;1816
Camarma de Esteruelas;;;30/06/2020 7:00;;0;;0;46;;627,04;323
Robledo de Chavela;;;30/06/2020 7:00;;0;;0;30;;702,58;1258
Patones;;;30/06/2020 7:00;;0;;184,84;16;;2957,49;1071
Navalagamella;;;30/06/2020 7:00;;0;;0;8;;306,51;954
Rascafría;;;30/06/2020 7:00;;0;;60,1;7;;420,67;1202
El Boalo;;;30/06/2020 7:00;;0;;0;47;;626;231
Majadahonda;;;30/06/2020 7:00;;0;8;11,14;636;;885,47;800
Batres;;;30/06/2020 7:00;;0;;0;10;;593,82;170
Alcobendas;;;30/06/2020 7:00;;0;13;11,11;906;;774,09;66
Alcalá de Henares;;;30/06/2020 7:00;;0;16;8,18;2530;;1293,13;53
Colmenar Viejo;;;30/06/2020 7:00;;0;;7,88;508;;1000,95;455
San Fernando de Henares;;;30/06/2020 7:00;;0;;10,14;448;;1136,13;1300
Villalbilla;;;30/06/2020 7:00;;0;;7,21;95;;684,54;1723
El Escorial;;;30/06/2020 7:00;;0;;6,19;147;;909,54;549
Colmenar del Arroyo;;;30/06/2020 7:00;;0;;0;53;;3072,46;421
Torrejón de Ardoz;;;30/06/2020 7:00;0;0;13;9,9;1132;;861,65;1489
Piñuécar-Gandullas;;;30/06/2020 7:00;;0;;0;;;0;1147
Brea de Tajo;;;30/06/2020 7:00;;0;;0;8;;1526,72;259
El Molar;;;30/06/2020 7:00;;0;;0;41;;458,72;869
Belmonte de Tajo;;;30/06/2020 7:00;;0;;0;;;300,48;199
Torres de la Alameda;;;30/06/2020 7:00;;0;;12,86;90;;1156,96;1548
Somosierra;;;30/06/2020 7:00;;0;;0;;;2325,58;1436
Alpedrete;;;30/06/2020 7:00;;0;;13,72;151;;1036,02;105
Orusco de Tajuña;;;30/06/2020 7:00;;0;;0;24;;1929,26;1028
La Hiruela;;;30/06/2020 7:00;;0;;0;;;3508,77;698
Cervera de Buitrago;;;30/06/2020 7:00;;0;;0;;;2000;395
Getafe;;;30/06/2020 7:00;0;0;40;21,81;1615;;880,71;650
Ribatejada;;;30/06/2020 7:00;;0;;0;;;255,43;1224
Villaconejos;;;30/06/2020 7:00;;0;;0;9;;265,64;1701
Valdetorres de Jarama;;;30/06/2020 7:00;;0;;0;18;;400,27;1646
Pozuelo de Alarcón;;;30/06/2020 7:00;;0;;5,79;863;;998,59;1150
Madrid-Retiro;;;23/06/2020 7:00;0;0;48;40,23;1686;;1413,04;79603
Madrid-Salamanca;;;23/06/2020 7:00;;0;24;16,43;1773;;1213,52;79604
Madrid-Centro;;;23/06/2020 7:00;0;0;37;27,44;1275;;945,51;79601
Madrid-Arganzuela;;;23/06/2020 7:00;0;0;29;18,86;1764;;1146,92;79602
Madrid-Chamartín;;;23/06/2020 7:00;;0;16;10,97;1804;;1236,9;79605
Madrid-Tetuán;;;23/06/2020 7:00;;0;15;9,49;2233;;1413,09;79606
Madrid-Chamberí;;;23/06/2020 7:00;0;0;25;17,94;1739;;1247,68;79607
Madrid-Fuencarral-El Pardo;;;23/06/2020 7:00;0;0;54;21,96;3293;;1338,95;79608
Madrid-Moncloa-Aravaca;;;23/06/2020 7:00;0;0;26;21,77;1562;;1308;79609
Madrid-Latina;;;23/06/2020 7:00;0;0;65;27,29;3055;;1282,44;79610
Madrid-Carabanchel;;;23/06/2020 7:00;0;0;56;22,13;2943;;1162,79;79611
Madrid-Usera;;;23/06/2020 7:00;;0;23;16,46;1494;;1069,12;79612
Madrid-Puente de Vallecas;;;23/06/2020 7:00;0;0;84;35,77;3328;;1417,03;79613
Madrid-San Blas - Canillejas;;;23/06/2020 7:00;0;0;25;15,81;1582;;1000,37;79620
Madrid-Barajas;;;23/06/2020 7:00;;0;9;18,39;464;;948;79621
Madrid-Moratalaz;;;23/06/2020 7:00;0;0;45;47,58;1508;;1594,59;79614
Madrid-Ciudad Lineal;;;23/06/2020 7:00;0;0;29;13,41;2406;;1112,43;79615
Madrid-Hortaleza;;;23/06/2020 7:00;;0;17;9,03;1891;;1004,85;79616
Madrid-Villaverde;;;23/06/2020 7:00;0;0;36;24,17;1559;;1046,69;79617
Madrid-Villa de Vallecas;;;23/06/2020 7:00;0;0;26;23,56;1311;;1187,88;79618
Madrid-Vicálvaro;;;23/06/2020 7:00;;0;23;31,9;917;;1272;79619
Alcorcón;;;23/06/2020 7:00;;0;11;6,45;1956;;1147,12;72
Navalcarnero;;;23/06/2020 7:00;;0;;10,24;224;;764,56;967
San Agustín del Guadalix;;;23/06/2020 7:00;;0;;0;85;;635,32;1296
Las Rozas de Madrid;;;23/06/2020 7:00;;0;10;10,44;871;;909,05;1277
Moraleja de Enmedio;;;23/06/2020 7:00;;0;;0;30;;584,11;894
Valdaracete;;;23/06/2020 7:00;;0;;0;7;;1149,43;1551
Pozuelo del Rey;;;23/06/2020 7:00;;0;;87,18;;;348,74;1163
Puebla de la Sierra;;;23/06/2020 7:00;;0;;0;;;0;1185
Perales de Tajuña;;;23/06/2020 7:00;;0;;34,07;12;;408,86;1104
Valdemorillo;;;23/06/2020 7:00;;0;;0;52;;415,4;1603
Navalafuente;;;23/06/2020 7:00;;0;;0;8;;552,1;941
Velilla de San Antonio;;;23/06/2020 7:00;;0;;8,17;78;;637,46;1678
Villanueva de la Cañada;;;23/06/2020 7:00;;0;;0;173;;806,71;1760
Villanueva del Pardillo;;;23/06/2020 7:00;;0;;11,64;114;;663,56;1776
Nuevo Baztán;;;23/06/2020 7:00;;0;;0;33;;525,81;1006
Villamantilla;;;23/06/2020 7:00;;0;;0;8;;555,17;1757
Villamanta;;;23/06/2020 7:00;;0;;39,14;18;;704,5;1744
Cabanillas de la Sierra;;;23/06/2020 7:00;;0;;0;10;;1322,75;297
Cenicientos;;;23/06/2020 7:00;;0;;147,57;37;;1819,97;376
Puentes Viejas;;;23/06/2020 7:00;;0;;0;;;294,55;9020
Aranjuez;;;23/06/2020 7:00;;0;;6,71;477;;800,24;133
Cercedilla;;;23/06/2020 7:00;;0;;28,47;125;;1779,11;382
Santorcaz;;;23/06/2020 7:00;;0;;0;7;;790,07;1369
Coslada;;;23/06/2020 7:00;;0;8;9,8;872;;1067,83;493
Morata de Tajuña;;;23/06/2020 7:00;;0;;65,08;112;;1457,76;915
Robregordo;;;23/06/2020 7:00;;0;;0;;;0;1261
Navarredonda y San Mamés;;;23/06/2020 7:00;;0;;0;;;775,19;973
Venturada;;;23/06/2020 7:00;;0;;0;;;138,7;1697
Navacerrada;;;23/06/2020 7:00;;0;;0;19;;639,3;936
Montejo de la Sierra;;;23/06/2020 7:00;;0;;0;;;283,29;881
Fresno de Torote;;;23/06/2020 7:00;;0;;0;14;;630,35;571
Pinilla del Valle;;;23/06/2020 7:00;;0;;0;;;0;1126
Valdemaqueda;;;23/06/2020 7:00;;0;;0;;;640,2;1599
Navas del Rey;;;23/06/2020 7:00;;0;;34,27;83;;2844,41;992
Olmeda de las Fuentes;;;23/06/2020 7:00;;0;;0;;;862,07;1013
Bustarviejo;;;23/06/2020 7:00;;0;;0;11;;439,47;284
Becerril de la Sierra;;;23/06/2020 7:00;;0;;0;35;;612,53;186
Fuenlabrada;;;23/06/2020 7:00;0;0;32;16,52;1699;;877,13;587
Garganta de los Montes;;;23/06/2020 7:00;;0;;0;;;288,18;626
Pinto;;;23/06/2020 7:00;;0;22;41,88;353;;672,05;1132
Alameda del Valle;;;23/06/2020 7:00;;0;;0;;;0;35
Berzosa del Lozoya;;;23/06/2020 7:00;;0;;0;;;975,61;203
Los Santos de la Humosa;;;23/06/2020 7:00;;0;;0;21;;810,81;1375
El Álamo;;;23/06/2020 7:00;;0;7;73,92;111;;1172,12;40
Pelayos de la Presa;;;23/06/2020 7:00;;0;;0;19;;731,9;1090
Galapagar;;;23/06/2020 7:00;;0;;11,85;298;;883,17;611
Griñón;;;23/06/2020 7:00;;0;;19,38;114;;1104,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;23/06/2020 7:00;;0;;0;;;949,37;632
Aldea del Fresno;;;23/06/2020 7:00;;0;;35,24;62;;2184,64;88
Carabaña;;;23/06/2020 7:00;;0;;0;14;;696,52;357
Talamanca de Jarama;;;23/06/2020 7:00;;0;;25,93;66;;1711,17;1454
Chapinería;;;23/06/2020 7:00;;0;;0;8;;343,64;513
Ciempozuelos;;;23/06/2020 7:00;;0;9;36,6;277;;1126,38;409
Ajalvir;;;23/06/2020 7:00;;0;;0;35;;742,78;29
San Lorenzo de El Escorial;;;23/06/2020 7:00;;0;;5,44;150;;816,59;1317
Gascones;;;23/06/2020 7:00;;0;;0;;;0;647
San Martín de la Vega;;;23/06/2020 7:00;;0;;15,65;105;;547,73;1322
Móstoles;;;23/06/2020 7:00;0;0;47;22,47;2327;;1112,42;920
Leganés;;;23/06/2020 7:00;0;0;101;53,2;3380;;1780,25;745
Braojos;;;23/06/2020 7:00;;0;;0;;;975,61;246
Cubas de la Sagra;;;23/06/2020 7:00;;0;6;93,56;36;;561,36;506
Algete;;;23/06/2020 7:00;;0;;9,7;136;;659,84;91
Mejorada del Campo;;;23/06/2020 7:00;;0;;0;193;;829,25;843
Loeches;;;23/06/2020 7:00;;0;;0;52;;591,51;758
Parla;;;23/06/2020 7:00;;0;14;10,76;833;;640,16;1065
Fuentidueña de Tajo;;;23/06/2020 7:00;;0;;48,71;20;;974,18;604
Ambite;;;23/06/2020 7:00;;0;;0;7;;1182,43;112
Torremocha de Jarama;;;23/06/2020 7:00;;0;;0;16;;1570,17;1533
Anchuelo;;;23/06/2020 7:00;;0;;78,68;9;;708,1;127
Los Molinos;;;23/06/2020 7:00;;0;;45,57;56;;1275,92;875
Soto del Real;;;23/06/2020 7:00;;0;;11,36;77;;875,1;1441
Valverde de Alcalá;;;23/06/2020 7:00;;0;;0;8;;1720,43;1662
Fuente el Saz de Jarama;;;23/06/2020 7:00;;0;;29,87;42;;627,24;590
Horcajo de la Sierra-Aoslos;;;23/06/2020 7:00;;0;;0;;;2758,62;702
Valdeolmos-Alalpardo;;;23/06/2020 7:00;;0;;0;11;;265,96;1625
Campo Real;;;23/06/2020 7:00;;0;;16,1;31;;499,19;339
Valdeavero;;;23/06/2020 7:00;;0;;0;10;;643,5;1564
Villamanrique de Tajo;;;23/06/2020 7:00;;0;;0;;;568,99;1739
Cobeña;;;23/06/2020 7:00;;0;;13,46;89;;1198,17;416
Fresnedillas de la Oliva;;;23/06/2020 7:00;;0;;0;9;;572,52;565
Valdilecha;;;23/06/2020 7:00;;0;;34,09;20;;681,9;1659
El Berrueco;;;23/06/2020 7:00;;0;;526,32;12;;1578,95;210
Pezuela de las Torres;;;23/06/2020 7:00;;0;;0;;;237,53;1111
Villar del Olmo;;;23/06/2020 7:00;;0;;149,18;7;;348,09;1795
Guadarrama;;;23/06/2020 7:00;;0;;24,95;237;;1478,29;685
San Martín de Valdeiglesias;;;23/06/2020 7:00;;0;;0;100;;1182,17;1338
Torrelodones;;;23/06/2020 7:00;;0;;4,22;360;;1517,9;1527
Boadilla del Monte;;;23/06/2020 7:00;;0;;3,67;397;;727,51;225
Torrejón de Velasco;;;23/06/2020 7:00;;0;;22,82;23;;524,87;1505
Villanueva de Perales;;;23/06/2020 7:00;;0;;0;;;319,9;1782
Tielmes;;;23/06/2020 7:00;;0;;0;36;;1358,49;1467
San Sebastián de los Reyes;;;23/06/2020 7:00;;0;18;20,16;626;;701,2;1343
Guadalix de la Sierra;;;23/06/2020 7:00;;0;;0;53;;852,91;679
Humanes de Madrid;;;23/06/2020 7:00;;0;;25,33;141;;714,18;730
Chinchón;;;23/06/2020 7:00;;0;;0;31;;581,5;528
Cadalso de los Vidrios;;;23/06/2020 7:00;;0;;0;15;;493,58;318
Hoyo de Manzanares;;;23/06/2020 7:00;;0;;0;44;;521,7;724
Torrejón de la Calzada;;;23/06/2020 7:00;;0;;0;41;;462,13;1492
Estremera;;;23/06/2020 7:00;;0;;0;10;;793,65;552
Corpa;;;23/06/2020 7:00;;0;;0;6;;841,51;480
Meco;;;23/06/2020 7:00;;0;;0;145;;1013,63;838
Madarcos;;;23/06/2020 7:00;;0;;0;;;0;783
Zarzalejo;;;23/06/2020 7:00;;0;;0;43;;2593,49;1837
Arganda del Rey;;;23/06/2020 7:00;;0;;7,22;375;;677,03;148
Collado Mediano;;;23/06/2020 7:00;;0;;0;33;;474,27;468
Daganzo de Arriba;;;23/06/2020 7:00;;0;;0;46;;450,76;534
Manzanares El Real;;;23/06/2020 7:00;;0;;22,62;48;;542,99;822
Buitrago del Lozoya;;;23/06/2020 7:00;;0;;0;16;;849,26;278
Valdelaguna;;;23/06/2020 7:00;;0;;0;;;106,72;1570
Valdepiélagos;;;23/06/2020 7:00;;0;;0;;;0;1631
Casarrubuelos;;;23/06/2020 7:00;;0;;0;11;;291,16;360
Miraflores de la Sierra;;;23/06/2020 7:00;;0;;0;39;;638,51;856
Paracuellos de Jarama;;;23/06/2020 7:00;;0;;15,83;83;;328,47;1049
El Vellón;;;23/06/2020 7:00;;0;;0;14;;715,02;1684
Lozoya;;;23/06/2020 7:00;;0;;0;;;172,12;761
Collado Villalba;;;23/06/2020 7:00;;0;11;17,27;569;;893,54;474
Colmenarejo;;;23/06/2020 7:00;;0;;0;50;;547,65;442
Villavieja del Lozoya;;;23/06/2020 7:00;;0;;0;;;0;1821
Prádena del Rincón;;;23/06/2020 7:00;;0;;0;;;0;1179
La Cabrera;;;23/06/2020 7:00;;0;;0;12;;449,94;301
Sevilla la Nueva;;;23/06/2020 7:00;;0;;53,66;159;;1706,37;1415
La Acebeda;;;23/06/2020 7:00;;0;;0;;;0;14
Redueña;;;23/06/2020 7:00;;0;;0;;;769,23;1219
Robledillo de la Jara;;;23/06/2020 7:00;;0;;0;;;1250;1245
La Serna del Monte;;;23/06/2020 7:00;;0;;0;;;0;1381
Colmenar de Oreja;;;23/06/2020 7:00;;0;;0;28;;348,61;437
Rozas de Puerto Real;;;23/06/2020 7:00;;0;;0;;;943,4;1283
Valdemanco;;;23/06/2020 7:00;;0;;0;;;218,82;1586
Brunete;;;23/06/2020 7:00;;0;;18,63;119;;1108,42;262
Titulcia;;;23/06/2020 7:00;;0;;76,16;10;;761,61;1473
Villa del Prado;;;23/06/2020 7:00;;0;;0;135;;2070,55;1718
Lozoyuela-Navas-Sieteiglesias;;;23/06/2020 7:00;;0;;0;;;230,95;9015
Quijorna;;;23/06/2020 7:00;;0;;29,08;35;;1017,74;1198
Valdemoro;;;23/06/2020 7:00;;0;13;17,11;885;;1164,73;1610
Tres Cantos;;;23/06/2020 7:00;;0;;6,29;456;;955,53;9036
Torrelaguna;;;23/06/2020 7:00;;0;;0;26;;546,22;1512
Rivas-Vaciamadrid;;;23/06/2020 7:00;;0;15;17,02;623;;706,75;1230
El Atazar;;;23/06/2020 7:00;;0;;0;;;0;164
Pedrezuela;;;23/06/2020 7:00;;0;;0;36;;611;1087
Santa María de la Alameda;;;23/06/2020 7:00;;0;;0;7;;558,21;1356
Horcajuelo de la Sierra;;;23/06/2020 7:00;;0;;0;;;0;719
Arroyomolinos;;;23/06/2020 7:00;;0;;9,56;200;;637,02;151
Moralzarzal;;;23/06/2020 7:00;;0;;0;80;;614,16;908
Canencia;;;23/06/2020 7:00;;0;;0;;;671,14;344
Villarejo de Salvanés;;;23/06/2020 7:00;;0;;68,17;44;;599,86;1809
Serranillos del Valle;;;23/06/2020 7:00;;0;;0;39;;936,37;1408
Villaviciosa de Odón;;;23/06/2020 7:00;;0;;17,96;235;;844,26;1816
Camarma de Esteruelas;;;23/06/2020 7:00;;0;;13,63;46;;627,04;323
Robledo de Chavela;;;23/06/2020 7:00;;0;;23,42;30;;702,58;1258
Patones;;;23/06/2020 7:00;;0;;184,84;16;;2957,49;1071
Navalagamella;;;23/06/2020 7:00;;0;;0;8;;306,51;954
Rascafría;;;23/06/2020 7:00;;0;;0;6;;360,58;1202
El Boalo;;;23/06/2020 7:00;;0;;13,32;47;;626;231
Majadahonda;;;23/06/2020 7:00;;0;8;11,14;630;;877,12;800
Batres;;;23/06/2020 7:00;;0;;0;10;;593,82;170
Alcobendas;;;23/06/2020 7:00;;0;8;6,84;893;;762,99;66
Alcalá de Henares;;;23/06/2020 7:00;;0;34;17,38;2523;;1289,55;53
Colmenar Viejo;;;23/06/2020 7:00;0;0;14;27,59;506;;997,01;455
San Fernando de Henares;;;23/06/2020 7:00;;0;;10,14;446;;1131,06;1300
Villalbilla;;;23/06/2020 7:00;;0;;0;94;;677,33;1723
El Escorial;;;23/06/2020 7:00;;0;;6,19;147;;909,54;549
Colmenar del Arroyo;;;23/06/2020 7:00;;0;;0;53;;3072,46;421
Torrejón de Ardoz;;;23/06/2020 7:00;0;0;18;13,7;1127;;857,84;1489
Piñuécar-Gandullas;;;23/06/2020 7:00;;0;;0;;;0;1147
Brea de Tajo;;;23/06/2020 7:00;;0;;190,84;8;;1526,72;259
El Molar;;;23/06/2020 7:00;;0;;0;41;;458,72;869
Belmonte de Tajo;;;23/06/2020 7:00;;0;;0;;;300,48;199
Torres de la Alameda;;;23/06/2020 7:00;;0;10;128,55;90;;1156,96;1548
Somosierra;;;23/06/2020 7:00;;0;;0;;;2325,58;1436
Alpedrete;;;23/06/2020 7:00;;0;;13,72;151;;1036,02;105
Orusco de Tajuña;;;23/06/2020 7:00;;0;;0;24;;1929,26;1028
La Hiruela;;;23/06/2020 7:00;;0;;0;;;3508,77;698
Cervera de Buitrago;;;23/06/2020 7:00;;0;;0;;;2000;395
Getafe;;;23/06/2020 7:00;0;0;71;38,72;1608;;876,9;650
Ribatejada;;;23/06/2020 7:00;;0;;0;;;255,43;1224
Villaconejos;;;23/06/2020 7:00;;0;;0;9;;265,64;1701
Valdetorres de Jarama;;;23/06/2020 7:00;;0;;0;18;;400,27;1646
Pozuelo de Alarcón;;;23/06/2020 7:00;;0;;5,79;861;;996,27;1150
Madrid-Retiro;;;16/06/2020 7:00;0;0;57;47,77;1660;;1391,25;79603
Madrid-Salamanca;;;16/06/2020 7:00;;0;16;10,95;1757;;1202,57;79604
Madrid-Centro;;;16/06/2020 7:00;0;0;41;30,4;1257;;932,16;79601
Madrid-Arganzuela;;;16/06/2020 7:00;0;0;28;18,21;1750;;1137,82;79602
Madrid-Chamartín;;;16/06/2020 7:00;0;0;24;16,46;1795;;1230,72;79605
Madrid-Tetuán;;;16/06/2020 7:00;0;0;26;16,45;2226;;1408,66;79606
Madrid-Chamberí;;;16/06/2020 7:00;0;0;38;27,26;1725;;1237,63;79607
Madrid-Fuencarral-El Pardo;;;16/06/2020 7:00;0;0;62;25,21;3275;;1331,63;79608
Madrid-Moncloa-Aravaca;;;16/06/2020 7:00;0;0;29;24,28;1549;;1297,11;79609
Madrid-Latina;;;16/06/2020 7:00;0;0;63;26,45;3018;;1266,91;79610
Madrid-Carabanchel;;;16/06/2020 7:00;0;0;52;20,55;2910;;1149,75;79611
Madrid-Usera;;;16/06/2020 7:00;0;0;24;17,17;1482;;1060,53;79612
Madrid-Puente de Vallecas;;;16/06/2020 7:00;0;0;77;32,79;3279;;1396,17;79613
Madrid-San Blas - Canillejas;;;16/06/2020 7:00;0;0;38;24,03;1570;;992,78;79620
Madrid-Barajas;;;16/06/2020 7:00;;0;9;18,39;460;;939,83;79621
Madrid-Moratalaz;;;16/06/2020 7:00;0;0;71;75,08;1489;;1574,5;79614
Madrid-Ciudad Lineal;;;16/06/2020 7:00;0;0;48;22,19;2394;;1106,88;79615
Madrid-Hortaleza;;;16/06/2020 7:00;0;0;30;15,94;1882;;1000,07;79616
Madrid-Villaverde;;;16/06/2020 7:00;0;0;53;35,58;1541;;1034,6;79617
Madrid-Villa de Vallecas;;;16/06/2020 7:00;0;0;27;24,46;1295;;1173,38;79618
Madrid-Vicálvaro;;;16/06/2020 7:00;;0;23;31,9;905;;1255,36;79619
Alcorcón;;;16/06/2020 7:00;;0;10;5,86;1946;;1141,26;72
Navalcarnero;;;16/06/2020 7:00;;0;;17,07;223;;761,14;967
San Agustín del Guadalix;;;16/06/2020 7:00;;0;;22,42;85;;635,32;1296
Las Rozas de Madrid;;;16/06/2020 7:00;;0;8;8,35;867;;904,88;1277
Moraleja de Enmedio;;;16/06/2020 7:00;;0;;19,47;30;;584,11;894
Valdaracete;;;16/06/2020 7:00;;0;;0;7;;1149,43;1551
Pozuelo del Rey;;;16/06/2020 7:00;;0;;0;;;261,55;1163
Puebla de la Sierra;;;16/06/2020 7:00;;0;;0;;;0;1185
Perales de Tajuña;;;16/06/2020 7:00;;0;;0;11;;374,79;1104
Valdemorillo;;;16/06/2020 7:00;;0;;7,99;52;;415,4;1603
Navalafuente;;;16/06/2020 7:00;;0;;0;8;;552,1;941
Velilla de San Antonio;;;16/06/2020 7:00;;0;;0;77;;629,29;1678
Villanueva de la Cañada;;;16/06/2020 7:00;;0;;0;173;;806,71;1760
Villanueva del Pardillo;;;16/06/2020 7:00;;0;;5,82;113;;657,74;1776
Nuevo Baztán;;;16/06/2020 7:00;;0;;15,93;33;;525,81;1006
Villamantilla;;;16/06/2020 7:00;;0;;0;8;;555,17;1757
Villamanta;;;16/06/2020 7:00;;0;;39,14;18;;704,5;1744
Cabanillas de la Sierra;;;16/06/2020 7:00;;0;;0;10;;1322,75;297
Cenicientos;;;16/06/2020 7:00;;0;;0;34;;1672,41;376
Puentes Viejas;;;16/06/2020 7:00;;0;;0;;;294,55;9020
Aranjuez;;;16/06/2020 7:00;;0;8;13,42;476;;798,56;133
Cercedilla;;;16/06/2020 7:00;;0;;14,23;124;;1764,87;382
Santorcaz;;;16/06/2020 7:00;;0;;0;7;;790,07;1369
Coslada;;;16/06/2020 7:00;;0;17;20,82;868;;1062,93;493
Morata de Tajuña;;;16/06/2020 7:00;;0;13;169,2;111;;1444,75;915
Robregordo;;;16/06/2020 7:00;;0;;0;;;0;1261
Navarredonda y San Mamés;;;16/06/2020 7:00;;0;;0;;;775,19;973
Venturada;;;16/06/2020 7:00;;0;;0;;;138,7;1697
Navacerrada;;;16/06/2020 7:00;;0;;0;19;;639,3;936
Montejo de la Sierra;;;16/06/2020 7:00;;0;;0;;;283,29;881
Fresno de Torote;;;16/06/2020 7:00;;0;;0;14;;630,35;571
Pinilla del Valle;;;16/06/2020 7:00;;0;;0;;;0;1126
Valdemaqueda;;;16/06/2020 7:00;;0;;0;;;640,2;1599
Navas del Rey;;;16/06/2020 7:00;;0;;34,27;82;;2810,14;992
Olmeda de las Fuentes;;;16/06/2020 7:00;;0;;0;;;862,07;1013
Bustarviejo;;;16/06/2020 7:00;;0;;39,95;11;;439,47;284
Becerril de la Sierra;;;16/06/2020 7:00;;0;;0;35;;612,53;186
Fuenlabrada;;;16/06/2020 7:00;0;0;32;16,52;1682;;868,35;587
Garganta de los Montes;;;16/06/2020 7:00;;0;;0;;;288,18;626
Pinto;;;16/06/2020 7:00;;0;19;36,17;338;;643,49;1132
Alameda del Valle;;;16/06/2020 7:00;;0;;0;;;0;35
Berzosa del Lozoya;;;16/06/2020 7:00;;0;;0;;;975,61;203
Los Santos de la Humosa;;;16/06/2020 7:00;;0;;38,61;21;;810,81;1375
El Álamo;;;16/06/2020 7:00;;0;7;73,92;110;;1161,56;40
Pelayos de la Presa;;;16/06/2020 7:00;;0;;0;19;;731,9;1090
Galapagar;;;16/06/2020 7:00;;0;;8,89;295;;874,28;611
Griñón;;;16/06/2020 7:00;;0;;29,07;112;;1085,38;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;16/06/2020 7:00;;0;;0;;;949,37;632
Aldea del Fresno;;;16/06/2020 7:00;;0;;35,24;62;;2184,64;88
Carabaña;;;16/06/2020 7:00;;0;;0;14;;696,52;357
Talamanca de Jarama;;;16/06/2020 7:00;;0;;0;65;;1685,25;1454
Chapinería;;;16/06/2020 7:00;;0;;0;8;;343,64;513
Ciempozuelos;;;16/06/2020 7:00;;0;12;48,8;277;;1126,38;409
Ajalvir;;;16/06/2020 7:00;;0;;0;35;;742,78;29
San Lorenzo de El Escorial;;;16/06/2020 7:00;;0;;0;149;;811,15;1317
Gascones;;;16/06/2020 7:00;;0;;0;;;0;647
San Martín de la Vega;;;16/06/2020 7:00;;0;;15,65;104;;542,51;1322
Móstoles;;;16/06/2020 7:00;0;0;52;24,86;2306;;1102,38;920
Leganés;;;16/06/2020 7:00;0;0;98;51,62;3322;;1749,7;745
Braojos;;;16/06/2020 7:00;;0;;0;;;975,61;246
Cubas de la Sagra;;;16/06/2020 7:00;;0;;62,37;34;;530,17;506
Algete;;;16/06/2020 7:00;;0;6;29,11;135;;654,99;91
Mejorada del Campo;;;16/06/2020 7:00;;0;;0;193;;829,25;843
Loeches;;;16/06/2020 7:00;;0;;22,75;52;;591,51;758
Parla;;;16/06/2020 7:00;;0;24;18,44;824;;633,24;1065
Fuentidueña de Tajo;;;16/06/2020 7:00;;0;;0;19;;925,47;604
Ambite;;;16/06/2020 7:00;;0;;0;7;;1182,43;112
Torremocha de Jarama;;;16/06/2020 7:00;;0;;98,14;16;;1570,17;1533
Anchuelo;;;16/06/2020 7:00;;0;;0;8;;629,43;127
Los Molinos;;;16/06/2020 7:00;;0;;45,57;55;;1253,13;875
Soto del Real;;;16/06/2020 7:00;;0;;11,36;76;;863,73;1441
Valverde de Alcalá;;;16/06/2020 7:00;;0;;0;8;;1720,43;1662
Fuente el Saz de Jarama;;;16/06/2020 7:00;;0;;0;40;;597,37;590
Horcajo de la Sierra-Aoslos;;;16/06/2020 7:00;;0;;689,66;;;2758,62;702
Valdeolmos-Alalpardo;;;16/06/2020 7:00;;0;;0;11;;265,96;1625
Campo Real;;;16/06/2020 7:00;;0;;32,21;31;;499,19;339
Valdeavero;;;16/06/2020 7:00;;0;;0;10;;643,5;1564
Villamanrique de Tajo;;;16/06/2020 7:00;;0;;0;;;568,99;1739
Cobeña;;;16/06/2020 7:00;;0;;26,93;88;;1184,71;416
Fresnedillas de la Oliva;;;16/06/2020 7:00;;0;;0;9;;572,52;565
Valdilecha;;;16/06/2020 7:00;;0;;34,09;20;;681,9;1659
El Berrueco;;;16/06/2020 7:00;;0;;0;8;;1052,63;210
