municipio_distrito;latitude;longitude;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;poblacion_distrito;tasa_incidencia_acumulada_total;codigo_geometria
Madarcos;;;11/05/2021 12:15;;;;0;6;;12244,9;783
Zarzalejo;;;11/05/2021 12:15;;;;57,67;132;;7612,46;1837
Arganda del Rey;;;11/05/2021 12:15;;;166;292,88;5336;;9414,59;148
Collado Mediano;;;11/05/2021 12:15;;;17;239,27;561;;7895,85;468
Daganzo de Arriba;;;11/05/2021 12:15;;;23;222,5;837;;8097,13;534
Manzanares El Real;;;11/05/2021 12:15;;;14;156,67;738;;8258,73;822
Buitrago del Lozoya;;;11/05/2021 12:15;;;;204,19;202;;10311,38;278
Valdelaguna;;;11/05/2021 12:15;;;;0;67;;6843,72;1570
Valdepiélagos;;;11/05/2021 12:15;;;5;814,33;43;;7003,26;1631
Casarrubuelos;;;11/05/2021 12:15;;;26;676,2;369;;9596,88;360
Miraflores de la Sierra;;;11/05/2021 12:15;;;6;94,31;571;;8975,17;856
Paracuellos de Jarama;;;11/05/2021 12:15;;;55;212,22;2089;;8060,35;1049
El Vellón;;;11/05/2021 12:15;;;;0;132;;6586,83;1684
Lozoya;;;11/05/2021 12:15;;;;344,83;26;;4482,76;761
Collado Villalba;;;11/05/2021 12:15;;;196;304,45;7939;;12331,85;474
Colmenarejo;;;11/05/2021 12:15;;;16;173,35;749;;8114,84;442
Villavieja del Lozoya;;;11/05/2021 12:15;;;;381,68;21;;8015,27;1821
Prádena del Rincón;;;11/05/2021 12:15;;;;0;;;3200;1179
La Cabrera;;;11/05/2021 12:15;;;8;292,4;341;;12463,45;301
Sevilla la Nueva;;;11/05/2021 12:15;;;25;266,16;878;;9347,39;1415
La Acebeda;;;11/05/2021 12:15;;;;0;;;2941,18;14
Redueña;;;11/05/2021 12:15;;;;0;8;;2962,96;1219
Robledillo de la Jara;;;11/05/2021 12:15;;;;0;11;;11578,95;1245
La Serna del Monte;;;11/05/2021 12:15;;;;1149,43;15;;17241,38;1381
Colmenar de Oreja;;;11/05/2021 12:15;;;13;159,43;803;;9847,93;437
Rozas de Puerto Real;;;11/05/2021 12:15;;;;0;37;;6666,67;1283
Valdemanco;;;11/05/2021 12:15;;;;0;53;;5503,63;1586
Brunete;;;11/05/2021 12:15;;;32;297,4;960;;8921,93;262
Titulcia;;;11/05/2021 12:15;;;;74,57;125;;9321,4;1473
Villa del Prado;;;11/05/2021 12:15;;;9;135,11;832;;12490,62;1718
Lozoyuela-Navas-Sieteiglesias;;;11/05/2021 12:15;;;;149,25;120;;8955,22;9015
Quijorna;;;11/05/2021 12:15;;;16;451,85;371;;10477,27;1198
Valdemoro;;;11/05/2021 12:15;;;261;337,78;6190;;8010,87;1610
Tres Cantos;;;11/05/2021 12:15;;;124;256,59;3489;;7219,72;9036
Torrelaguna;;;11/05/2021 12:15;;;19;391,43;446;;9188,3;1512
Rivas-Vaciamadrid;;;11/05/2021 12:15;;;217;238,53;7588;;8340,94;1230
El Atazar;;;11/05/2021 12:15;;;;0;;;1111,11;164
Pedrezuela;;;11/05/2021 12:15;;;19;308,94;645;;10487,8;1087
Santa María de la Alameda;;;11/05/2021 12:15;;;;151,4;71;;5374,72;1356
Horcajuelo de la Sierra;;;11/05/2021 12:15;;;;0;;;3370,79;719
Arroyomolinos;;;11/05/2021 12:15;;;87;264,16;2425;;7362,99;151
Moralzarzal;;;11/05/2021 12:15;;;74;554,97;1384;;10379,48;908
Canencia;;;11/05/2021 12:15;;;;0;38;;8501,12;344
Villarejo de Salvanés;;;11/05/2021 12:15;;;13;174,9;862;;11596,93;1809
Serranillos del Valle;;;11/05/2021 12:15;;;22;512,7;421;;9811,23;1408
Villaviciosa de Odón;;;11/05/2021 12:15;;;71;252,24;2497;;8870,97;1816
Camarma de Esteruelas;;;11/05/2021 12:15;;;8;107,57;500;;6723,14;323
Robledo de Chavela;;;11/05/2021 12:15;;;11;252,06;258;;5912,01;1258
Patones;;;11/05/2021 12:15;;;;0;34;;6307,98;1071
Navalagamella;;;11/05/2021 12:15;;;;113,77;232;;8797,88;954
Rascafría;;;11/05/2021 12:15;;;7;405,8;120;;6956,52;1202
El Boalo;;;11/05/2021 12:15;;;26;339,29;797;;10400,63;231
Majadahonda;;;11/05/2021 12:15;;;284;393,6;8249;;11432,33;800
Batres;;;11/05/2021 12:15;;;8;457,14;100;;5714,29;170
Alcobendas;;;11/05/2021 12:15;;;400;337,79;14172;;11967,88;66
Alcalá de Henares;;;11/05/2021 12:15;;;460;232,84;16486;;8344,72;53
Colmenar Viejo;;;11/05/2021 12:15;;;230;442,84;4832;;9303,4;455
San Fernando de Henares;;;11/05/2021 12:15;;;137;346,26;4280;;10817,37;1300
Villalbilla;;;11/05/2021 12:15;;;26;180,66;964;;6698,17;1723
El Escorial;;;11/05/2021 12:15;;;35;213,87;1240;;7577,15;549
Colmenar del Arroyo;;;11/05/2021 12:15;;;;56,02;146;;8179,27;421
Torrejón de Ardoz;;;11/05/2021 12:15;;;406;305,6;13480;;10146,55;1489
Piñuécar-Gandullas;;;11/05/2021 12:15;;;;0;10;;5586,59;1147
Brea de Tajo;;;11/05/2021 12:15;;;;0;91;;17984,19;259
El Molar;;;11/05/2021 12:15;;;18;193,82;817;;8797,24;869
Belmonte de Tajo;;;11/05/2021 12:15;;;;237,67;147;;8734,4;199
Torres de la Alameda;;;11/05/2021 12:15;;;12;153,2;671;;8566,32;1548
Somosierra;;;11/05/2021 12:15;;;;1149,43;6;;6896,55;1436
Alpedrete;;;11/05/2021 12:15;;;42;283,04;1483;;9993,93;105
Orusco de Tajuña;;;11/05/2021 12:15;;;;0;108;;8339,77;1028
La Hiruela;;;11/05/2021 12:15;;;;0;;;4615,38;698
Cervera de Buitrago;;;11/05/2021 12:15;;;;0;16;;9876,54;395
Getafe;;;11/05/2021 12:15;;;622;335,89;17786;;9604,71;650
Ribatejada;;;11/05/2021 12:15;;;10;1248,44;68;;8489,39;1224
Villaconejos;;;11/05/2021 12:15;;;;58,45;399;;11659,85;1701
Valdetorres de Jarama;;;11/05/2021 12:15;;;12;261,95;325;;7094,52;1646
Pozuelo de Alarcón;;;11/05/2021 12:15;;;258;295,99;8421;;9660,99;1150
Madrid-Retiro;;;04/05/2021 11:59;;;445;369,72;11662;;9689,27;79603
Madrid-Salamanca;;;04/05/2021 11:59;;;621;420,05;15453;;10452,45;79604
Madrid-Centro;;;04/05/2021 11:59;;;619;440,49;14739;;10488,6;79601
Madrid-Arganzuela;;;04/05/2021 11:59;;;565;363;15171;;9746,99;79602
Madrid-Chamartín;;;04/05/2021 11:59;;;622;421,55;14894;;10094,27;79605
Madrid-Tetuán;;;04/05/2021 11:59;;;623;386,02;16434;;10182,85;79606
Madrid-Chamberí;;;04/05/2021 11:59;;;668;474,32;15446;;10967,52;79607
Madrid-Fuencarral-El Pardo;;;04/05/2021 11:59;;;905;362,13;23013;;9208,55;79608
Madrid-Moncloa-Aravaca;;;04/05/2021 11:59;;;485;398,64;13266;;10903,8;79609
Madrid-Latina;;;04/05/2021 11:59;;;827;341,52;23576;;9735,99;79610
Madrid-Carabanchel;;;04/05/2021 11:59;;;949;364,69;27229;;10463,84;79611
Madrid-Usera;;;04/05/2021 11:59;;;509;355,76;15685;;10962,94;79612
Madrid-Puente de Vallecas;;;04/05/2021 11:59;;;941;390,61;30877;;12817,03;79613
Madrid-San Blas - Canillejas;;;04/05/2021 11:59;;;587;364,22;15647;;9708,62;79620
Madrid-Barajas;;;04/05/2021 11:59;;;168;336,11;4502;;9007,06;79621
Madrid-Moratalaz;;;04/05/2021 11:59;;;333;348,45;10031;;10496,3;79614
Madrid-Ciudad Lineal;;;04/05/2021 11:59;;;882;401,11;22860;;10396,06;79615
Madrid-Hortaleza;;;04/05/2021 11:59;;;685;354,51;17893;;9260,19;79616
Madrid-Villaverde;;;04/05/2021 11:59;;;492;318,71;16916;;10958,02;79617
Madrid-Villa de Vallecas;;;04/05/2021 11:59;;;337;294,44;11257;;9835,48;79618
Madrid-Vicálvaro;;;04/05/2021 11:59;;;203;274,31;6996;;9453,54;79619
Alcorcón;;;04/05/2021 11:59;;;601;348,64;15937;;9245,06;72
Navalcarnero;;;04/05/2021 11:59;;;87;290,15;2530;;8437,55;967
San Agustín del Guadalix;;;04/05/2021 11:59;;;54;401,01;1420;;10545,08;1296
Las Rozas de Madrid;;;04/05/2021 11:59;;;403;419,3;8497;;8840,64;1277
Moraleja de Enmedio;;;04/05/2021 11:59;;;21;403,85;585;;11250;894
Valdaracete;;;04/05/2021 11:59;;;;0;68;;11239,67;1551
Pozuelo del Rey;;;04/05/2021 11:59;;;;85,32;76;;6484,64;1163
Puebla de la Sierra;;;04/05/2021 11:59;;;;0;19;;26027,4;1185
Perales de Tajuña;;;04/05/2021 11:59;;;9;301;249;;8327,76;1104
Valdemorillo;;;04/05/2021 11:59;;;18;140,93;840;;6576,89;1603
Navalafuente;;;04/05/2021 11:59;;;11;727,99;126;;8338,85;941
Velilla de San Antonio;;;04/05/2021 11:59;;;53;428,11;1266;;10226,17;1678
Villanueva de la Cañada;;;04/05/2021 11:59;;;82;370,79;2068;;9351,12;1760
Villanueva del Pardillo;;;04/05/2021 11:59;;;64;367,9;1637;;9410,21;1776
Nuevo Baztán;;;04/05/2021 11:59;;;15;232,41;470;;7282,31;1006
Villamantilla;;;04/05/2021 11:59;;;;202,43;117;;7894,74;1757
Villamanta;;;04/05/2021 11:59;;;6;230,33;226;;8675,62;1744
Cabanillas de la Sierra;;;04/05/2021 11:59;;;;254,78;85;;10828,03;297
Cenicientos;;;04/05/2021 11:59;;;6;294,41;197;;9666,34;376
Puentes Viejas;;;04/05/2021 11:59;;;;0;33;;4721,03;9020
Aranjuez;;;04/05/2021 11:59;;;145;240,34;6339;;10506,86;133
Cercedilla;;;04/05/2021 11:59;;;11;152,67;758;;10520,47;382
Santorcaz;;;04/05/2021 11:59;;;;111,23;58;;6451,61;1369
Coslada;;;04/05/2021 11:59;;;243;298,56;8287;;10181,72;493
Morata de Tajuña;;;04/05/2021 11:59;;;39;497,01;803;;10233,21;915
Robregordo;;;04/05/2021 11:59;;;;0;5;;7692,31;1261
Navarredonda y San Mamés;;;04/05/2021 11:59;;;;1550,39;15;;11627,91;973
Venturada;;;04/05/2021 11:59;;;;178,49;152;;6782,69;1697
Navacerrada;;;04/05/2021 11:59;;;5;161,76;335;;10837,92;936
Montejo de la Sierra;;;04/05/2021 11:59;;;;1098,9;46;;12637,36;881
Fresno de Torote;;;04/05/2021 11:59;;;;86,99;109;;4741,19;571
Pinilla del Valle;;;04/05/2021 11:59;;;;0;8;;4210,53;1126
Valdemaqueda;;;04/05/2021 11:59;;;8;1032,26;68;;8774,19;1599
Navas del Rey;;;04/05/2021 11:59;;;8;269,72;293;;9878,62;992
Olmeda de las Fuentes;;;04/05/2021 11:59;;;;0;26;;7514,45;1013
Bustarviejo;;;04/05/2021 11:59;;;19;753,37;147;;5828,71;284
Becerril de la Sierra;;;04/05/2021 11:59;;;35;595,74;639;;10876,6;186
Fuenlabrada;;;04/05/2021 11:59;;;634;325,94;20716;;10650,13;587
Garganta de los Montes;;;04/05/2021 11:59;;;;0;24;;6366,05;626
Pinto;;;04/05/2021 11:59;;;152;285,04;4359;;8174,4;1132
Alameda del Valle;;;04/05/2021 11:59;;;;490,2;7;;3431,37;35
Berzosa del Lozoya;;;04/05/2021 11:59;;;;0;54;;24324,32;203
Los Santos de la Humosa;;;04/05/2021 11:59;;;14;519,67;214;;7943,58;1375
El Álamo;;;04/05/2021 11:59;;;24;243,36;987;;10008,11;40
Pelayos de la Presa;;;04/05/2021 11:59;;;11;411,06;226;;8445,44;1090
Galapagar;;;04/05/2021 11:59;;;118;342,06;3398;;9850,13;611
Griñón;;;04/05/2021 11:59;;;35;335,41;1139;;10915,19;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;04/05/2021 11:59;;;;647,25;41;;13268,61;632
Aldea del Fresno;;;04/05/2021 11:59;;;19;639,09;260;;8745,38;88
Carabaña;;;04/05/2021 11:59;;;7;336,38;188;;9034,12;357
Talamanca de Jarama;;;04/05/2021 11:59;;;12;299,1;401;;9995,01;1454
Chapinería;;;04/05/2021 11:59;;;;124,28;130;;5385,25;513
Ciempozuelos;;;04/05/2021 11:59;;;29;115,52;2348;;9353,09;409
Ajalvir;;;04/05/2021 11:59;;;21;444,82;290;;6142,77;29
San Lorenzo de El Escorial;;;04/05/2021 11:59;;;52;280,6;1454;;7845,89;1317
Gascones;;;04/05/2021 11:59;;;;0;11;;6250;647
San Martín de la Vega;;;04/05/2021 11:59;;;47;239,39;1854;;9443,28;1322
Móstoles;;;04/05/2021 11:59;;;820;389,9;20707;;9845,99;920
Leganés;;;04/05/2021 11:59;;;697;364,7;17443;;9127,01;745
Braojos;;;04/05/2021 11:59;;;;0;24;;11650,49;246
Cubas de la Sagra;;;04/05/2021 11:59;;;26;397,61;705;;10781,47;506
Algete;;;04/05/2021 11:59;;;119;570,36;2282;;10937,5;91
Mejorada del Campo;;;04/05/2021 11:59;;;80;338,42;2288;;9678,92;843
Loeches;;;04/05/2021 11:59;;;36;404,63;739;;8306,17;758
Parla;;;04/05/2021 11:59;;;460;344,62;14219;;10652,37;1065
Fuentidueña de Tajo;;;04/05/2021 11:59;;;;46,82;205;;9597,38;604
Ambite;;;04/05/2021 11:59;;;5;821,02;64;;10509,03;112
Torremocha de Jarama;;;04/05/2021 11:59;;;;93,02;58;;5395,35;1533
Anchuelo;;;04/05/2021 11:59;;;;77,76;72;;5598,76;127
Los Molinos;;;04/05/2021 11:59;;;12;270,7;474;;10692,53;875
Soto del Real;;;04/05/2021 11:59;;;26;289,5;743;;8273,02;1441
Valverde de Alcalá;;;04/05/2021 11:59;;;;803,21;36;;7228,92;1662
Fuente el Saz de Jarama;;;04/05/2021 11:59;;;53;778,61;825;;12119,88;590
Horcajo de la Sierra-Aoslos;;;04/05/2021 11:59;;;;0;7;;4605,26;702
Valdeolmos-Alalpardo;;;04/05/2021 11:59;;;30;708,88;393;;9286,39;1625
Campo Real;;;04/05/2021 11:59;;;17;264,8;707;;11012,46;339
Valdeavero;;;04/05/2021 11:59;;;;62,85;100;;6285,36;1564
Villamanrique de Tajo;;;04/05/2021 11:59;;;;141,44;60;;8486,56;1739
Cobeña;;;04/05/2021 11:59;;;53;707,99;767;;10245,79;416
Fresnedillas de la Oliva;;;04/05/2021 11:59;;;9;545,12;130;;7874,02;565
Valdilecha;;;04/05/2021 11:59;;;6;201,21;323;;10831,66;1659
El Berrueco;;;04/05/2021 11:59;;;;0;71;;9137,71;210
Pezuela de las Torres;;;04/05/2021 11:59;;;;0;57;;6574,39;1111
Villar del Olmo;;;04/05/2021 11:59;;;;192,4;129;;6204,91;1795
Guadarrama;;;04/05/2021 11:59;;;56;338,16;1533;;9257,25;685
San Martín de Valdeiglesias;;;04/05/2021 11:59;;;26;299,57;879;;10127,89;1338
Torrelodones;;;04/05/2021 11:59;;;74;309,6;2215;;9267,01;1527
Boadilla del Monte;;;04/05/2021 11:59;;;174;306,69;4528;;7981,1;225
Torrejón de Velasco;;;04/05/2021 11:59;;;9;205,2;449;;10237,12;1505
Villanueva de Perales;;;04/05/2021 11:59;;;;188,44;130;;8165,83;1782
Tielmes;;;04/05/2021 11:59;;;8;292,4;312;;11403,51;1467
San Sebastián de los Reyes;;;04/05/2021 11:59;;;356;390,25;9647;;10575,07;1343
Guadalix de la Sierra;;;04/05/2021 11:59;;;15;232,92;501;;7779,5;679
Humanes de Madrid;;;04/05/2021 11:59;;;71;360,39;2123;;10776,1;730
Chinchón;;;04/05/2021 11:59;;;;55,42;490;;9052,28;528
Cadalso de los Vidrios;;;04/05/2021 11:59;;;;65,64;285;;9353,46;318
Hoyo de Manzanares;;;04/05/2021 11:59;;;35;410,36;756;;8863,88;724
Torrejón de la Calzada;;;04/05/2021 11:59;;;31;337,18;811;;8820,97;1492
Estremera;;;04/05/2021 11:59;;;;299,85;144;;10794,6;552
Corpa;;;04/05/2021 11:59;;;;414,94;40;;5532,5;480
Meco;;;04/05/2021 11:59;;;35;238,58;958;;6530,33;838
Madarcos;;;04/05/2021 11:59;;;;0;6;;12244,9;783
Zarzalejo;;;04/05/2021 11:59;;;;0;131;;7554,79;1837
Arganda del Rey;;;04/05/2021 11:59;;;169;298,18;5248;;9259,32;148
Collado Mediano;;;04/05/2021 11:59;;;17;239,27;551;;7755,1;468
Daganzo de Arriba;;;04/05/2021 11:59;;;33;319,24;828;;8010,06;534
Manzanares El Real;;;04/05/2021 11:59;;;27;302,15;734;;8213,97;822
Buitrago del Lozoya;;;04/05/2021 11:59;;;;204,19;201;;10260,34;278
Valdelaguna;;;04/05/2021 11:59;;;;0;67;;6843,72;1570
Valdepiélagos;;;04/05/2021 11:59;;;;162,87;39;;6351,79;1631
Casarrubuelos;;;04/05/2021 11:59;;;13;338,1;350;;9102,73;360
Miraflores de la Sierra;;;04/05/2021 11:59;;;13;204,34;568;;8928,01;856
Paracuellos de Jarama;;;04/05/2021 11:59;;;73;281,67;2059;;7944,59;1049
El Vellón;;;04/05/2021 11:59;;;;199,6;132;;6586,83;1684
Lozoya;;;04/05/2021 11:59;;;;344,83;25;;4310,34;761
Collado Villalba;;;04/05/2021 11:59;;;225;349,5;7860;;12209,14;474
Colmenarejo;;;04/05/2021 11:59;;;31;335,86;744;;8060,67;442
Villavieja del Lozoya;;;04/05/2021 11:59;;;;381,68;21;;8015,27;1821
Prádena del Rincón;;;04/05/2021 11:59;;;;0;;;3200;1179
La Cabrera;;;04/05/2021 11:59;;;23;840,64;338;;12353,8;301
Sevilla la Nueva;;;04/05/2021 11:59;;;39;415,2;865;;9208,99;1415
La Acebeda;;;04/05/2021 11:59;;;;0;;;2941,18;14
Redueña;;;04/05/2021 11:59;;;;0;8;;2962,96;1219
Robledillo de la Jara;;;04/05/2021 11:59;;;;0;11;;11578,95;1245
La Serna del Monte;;;04/05/2021 11:59;;;;0;14;;16091,95;1381
Colmenar de Oreja;;;04/05/2021 11:59;;;22;269,81;797;;9774,34;437
Rozas de Puerto Real;;;04/05/2021 11:59;;;;0;37;;6666,67;1283
Valdemanco;;;04/05/2021 11:59;;;;103,84;53;;5503,63;1586
Brunete;;;04/05/2021 11:59;;;35;325,28;942;;8754,65;262
Titulcia;;;04/05/2021 11:59;;;;149,14;125;;9321,4;1473
Villa del Prado;;;04/05/2021 11:59;;;17;255,22;829;;12445,58;1718
Lozoyuela-Navas-Sieteiglesias;;;04/05/2021 11:59;;;;149,25;120;;8955,22;9015
Quijorna;;;04/05/2021 11:59;;;11;310,65;364;;10279,58;1198
Valdemoro;;;04/05/2021 11:59;;;278;359,78;6067;;7851,69;1610
Tres Cantos;;;04/05/2021 11:59;;;163;337,29;3442;;7122,46;9036
Torrelaguna;;;04/05/2021 11:59;;;15;309,02;439;;9044,09;1512
Rivas-Vaciamadrid;;;04/05/2021 11:59;;;267;293,49;7483;;8225,52;1230
El Atazar;;;04/05/2021 11:59;;;;0;;;1111,11;164
Pedrezuela;;;04/05/2021 11:59;;;13;211,38;630;;10243,9;1087
Santa María de la Alameda;;;04/05/2021 11:59;;;;75,7;70;;5299,02;1356
Horcajuelo de la Sierra;;;04/05/2021 11:59;;;;0;;;3370,79;719
Arroyomolinos;;;04/05/2021 11:59;;;88;267,19;2370;;7195,99;151
Moralzarzal;;;04/05/2021 11:59;;;54;404,98;1339;;10042;908
Canencia;;;04/05/2021 11:59;;;;223,71;38;;8501,12;344
Villarejo de Salvanés;;;04/05/2021 11:59;;;6;80,72;852;;11462,4;1809
Serranillos del Valle;;;04/05/2021 11:59;;;27;629,22;407;;9484,97;1408
Villaviciosa de Odón;;;04/05/2021 11:59;;;89;316,19;2463;;8750,18;1816
Camarma de Esteruelas;;;04/05/2021 11:59;;;11;147,91;494;;6642,46;323
Robledo de Chavela;;;04/05/2021 11:59;;;6;137,49;253;;5797,43;1258
Patones;;;04/05/2021 11:59;;;;0;34;;6307,98;1071
Navalagamella;;;04/05/2021 11:59;;;7;265,45;231;;8759,95;954
Rascafría;;;04/05/2021 11:59;;;;57,97;113;;6550,72;1202
El Boalo;;;04/05/2021 11:59;;;41;535,04;791;;10322,33;231
Majadahonda;;;04/05/2021 11:59;;;400;554,36;8117;;11249,39;800
Batres;;;04/05/2021 11:59;;;7;400;95;;5428,57;170
Alcobendas;;;04/05/2021 11:59;;;488;412,1;14011;;11831,92;66
Alcalá de Henares;;;04/05/2021 11:59;;;550;278,39;16274;;8237,41;53
Colmenar Viejo;;;04/05/2021 11:59;;;221;425,51;4724;;9095,46;455
San Fernando de Henares;;;04/05/2021 11:59;;;142;358,89;4208;;10635,39;1300
Villalbilla;;;04/05/2021 11:59;;;37;257,09;956;;6642,58;1723
El Escorial;;;04/05/2021 11:59;;;39;238,31;1228;;7503,82;549
Colmenar del Arroyo;;;04/05/2021 11:59;;;;56,02;145;;8123,25;421
Torrejón de Ardoz;;;04/05/2021 11:59;;;464;349,26;13286;;10000,53;1489
Piñuécar-Gandullas;;;04/05/2021 11:59;;;;0;10;;5586,59;1147
Brea de Tajo;;;04/05/2021 11:59;;;;395,26;91;;17984,19;259
El Molar;;;04/05/2021 11:59;;;16;172,28;811;;8732,64;869
Belmonte de Tajo;;;04/05/2021 11:59;;;;237,67;144;;8556,15;199
Torres de la Alameda;;;04/05/2021 11:59;;;22;280,86;668;;8528,02;1548
Somosierra;;;04/05/2021 11:59;;;;0;5;;5747,13;1436
Alpedrete;;;04/05/2021 11:59;;;41;276,3;1462;;9852,42;105
Orusco de Tajuña;;;04/05/2021 11:59;;;;77,22;108;;8339,77;1028
La Hiruela;;;04/05/2021 11:59;;;;0;;;4615,38;698
Cervera de Buitrago;;;04/05/2021 11:59;;;;0;16;;9876,54;395
Getafe;;;04/05/2021 11:59;;;717;387,19;17480;;9439,46;650
Ribatejada;;;04/05/2021 11:59;;;8;998,75;60;;7490,64;1224
Villaconejos;;;04/05/2021 11:59;;;;116,89;399;;11659,85;1701
Valdetorres de Jarama;;;04/05/2021 11:59;;;22;480,24;322;;7029,03;1646
Pozuelo de Alarcón;;;04/05/2021 11:59;;;313;359,09;8301;;9523,32;1150
Madrid-Retiro;;;27/04/2021 11:54;;;511;424,56;11462;;9523,1;79603
Madrid-Salamanca;;;27/04/2021 11:54;;;718;485,66;15136;;10238,03;79604
Madrid-Centro;;;27/04/2021 11:54;;;656;466,82;14419;;10260,88;79601
Madrid-Arganzuela;;;27/04/2021 11:54;;;630;404,76;14908;;9578,02;79602
Madrid-Chamartín;;;27/04/2021 11:54;;;677;458,83;14573;;9876,72;79605
Madrid-Tetuán;;;27/04/2021 11:54;;;682;422,58;16118;;9987,05;79606
Madrid-Chamberí;;;27/04/2021 11:54;;;734;521,18;15118;;10734,62;79607
Madrid-Fuencarral-El Pardo;;;27/04/2021 11:54;;;928;371,34;22536;;9017,68;79608
Madrid-Moncloa-Aravaca;;;27/04/2021 11:54;;;536;440,56;13000;;10685,17;79609
Madrid-Latina;;;27/04/2021 11:54;;;902;372,49;23208;;9584,02;79610
Madrid-Carabanchel;;;27/04/2021 11:54;;;1002;385,06;26780;;10291,29;79611
Madrid-Usera;;;27/04/2021 11:54;;;562;392,81;15447;;10796,59;79612
Madrid-Puente de Vallecas;;;27/04/2021 11:54;;;987;409,7;30421;;12627,75;79613
Madrid-San Blas - Canillejas;;;27/04/2021 11:54;;;638;395,87;15343;;9520;79620
Madrid-Barajas;;;27/04/2021 11:54;;;186;372,13;4407;;8817;79621
Madrid-Moratalaz;;;27/04/2021 11:54;;;319;333,8;9854;;10311,09;79614
Madrid-Ciudad Lineal;;;27/04/2021 11:54;;;928;422,03;22402;;10187,77;79615
Madrid-Hortaleza;;;27/04/2021 11:54;;;708;366,41;17472;;9042,31;79616
Madrid-Villaverde;;;27/04/2021 11:54;;;581;376,37;16671;;10799,31;79617
Madrid-Villa de Vallecas;;;27/04/2021 11:54;;;381;332,89;11091;;9690,44;79618
Madrid-Vicálvaro;;;27/04/2021 11:54;;;205;277,01;6897;;9319,77;79619
Alcorcón;;;27/04/2021 11:54;;;693;402,01;15686;;9099,45;72
Navalcarnero;;;27/04/2021 11:54;;;78;260,13;2481;;8274,14;967
San Agustín del Guadalix;;;27/04/2021 11:54;;;71;527,25;1397;;10374,28;1296
Las Rozas de Madrid;;;27/04/2021 11:54;;;447;465,08;8293;;8628,39;1277
Moraleja de Enmedio;;;27/04/2021 11:54;;;15;288,46;569;;10942,31;894
Valdaracete;;;27/04/2021 11:54;;;;0;68;;11239,67;1551
Pozuelo del Rey;;;27/04/2021 11:54;;;;85,32;76;;6484,64;1163
Puebla de la Sierra;;;27/04/2021 11:54;;;;2739,73;19;;26027,4;1185
Perales de Tajuña;;;27/04/2021 11:54;;;7;234,11;247;;8260,87;1104
Valdemorillo;;;27/04/2021 11:54;;;27;211,4;830;;6498,59;1603
Navalafuente;;;27/04/2021 11:54;;;8;529,45;117;;7743,22;941
Velilla de San Antonio;;;27/04/2021 11:54;;;66;533,12;1244;;10048,47;1678
Villanueva de la Cañada;;;27/04/2021 11:54;;;92;416,01;2030;;9179,29;1760
Villanueva del Pardillo;;;27/04/2021 11:54;;;69;396,64;1605;;9226,26;1776
Nuevo Baztán;;;27/04/2021 11:54;;;23;356,37;462;;7158,35;1006
Villamantilla;;;27/04/2021 11:54;;;;202,43;116;;7827,26;1757
Villamanta;;;27/04/2021 11:54;;;;115,16;222;;8522,07;1744
Cabanillas de la Sierra;;;27/04/2021 11:54;;;8;1019,11;85;;10828,03;297
Cenicientos;;;27/04/2021 11:54;;;12;588,81;192;;9421;376
Puentes Viejas;;;27/04/2021 11:54;;;;0;33;;4721,03;9020
Aranjuez;;;27/04/2021 11:54;;;142;235,36;6264;;10382,55;133
Cercedilla;;;27/04/2021 11:54;;;14;194,31;752;;10437,2;382
Santorcaz;;;27/04/2021 11:54;;;6;667,41;58;;6451,61;1369
Coslada;;;27/04/2021 11:54;;;301;369,82;8183;;10053,94;493
Morata de Tajuña;;;27/04/2021 11:54;;;28;356,82;782;;9965,59;915
Robregordo;;;27/04/2021 11:54;;;;0;5;;7692,31;1261
Navarredonda y San Mamés;;;27/04/2021 11:54;;;;1550,39;15;;11627,91;973
Venturada;;;27/04/2021 11:54;;;;133,87;151;;6738,06;1697
Navacerrada;;;27/04/2021 11:54;;;;97,06;332;;10740,86;936
Montejo de la Sierra;;;27/04/2021 11:54;;;;549,45;44;;12087,91;881
Fresno de Torote;;;27/04/2021 11:54;;;;0;107;;4654,2;571
Pinilla del Valle;;;27/04/2021 11:54;;;;0;8;;4210,53;1126
Valdemaqueda;;;27/04/2021 11:54;;;9;1161,29;68;;8774,19;1599
Navas del Rey;;;27/04/2021 11:54;;;14;472,02;287;;9676,33;992
Olmeda de las Fuentes;;;27/04/2021 11:54;;;;0;26;;7514,45;1013
Bustarviejo;;;27/04/2021 11:54;;;14;555,11;136;;5392,55;284
Becerril de la Sierra;;;27/04/2021 11:54;;;23;391,49;622;;10587,23;186
Fuenlabrada;;;27/04/2021 11:54;;;641;329,54;20390;;10482,54;587
Garganta de los Montes;;;27/04/2021 11:54;;;;0;24;;6366,05;626
Pinto;;;27/04/2021 11:54;;;147;275,67;4283;;8031,88;1132
Alameda del Valle;;;27/04/2021 11:54;;;;490,2;7;;3431,37;35
Berzosa del Lozoya;;;27/04/2021 11:54;;;;0;54;;24324,32;203
Los Santos de la Humosa;;;27/04/2021 11:54;;;14;519,67;208;;7720,86;1375
El Álamo;;;27/04/2021 11:54;;;28;283,92;973;;9866,15;40
